93741,568732.7086
64347,228585.3585
18609,1298.778323
31543,168359.0184
21194,691012.4278
15473,7883.550118000001
34544,118607.6512
51174,113767.3698
78263,91637.04717
23733,25967.87955
77520,336340.8598
70040,170246.40899999999
47828,70881.63702000001
65207,93166.77312
75864,42794.00459
66821,121855.6982
76148,37465.92508
97668,216808.7167
57849,122763.5491
93411,11278.5
32616,67066.65152999999
55510,11908.13212
75739,279642.231
54,159554.1981
103414,46619.13766
31346,66177.06764
86558,134451.6661
9632,307157.599
107734,49962.28559
56028,36692.776710000006
72735,32203.60841
111815,163873.2597
1201,189400.3752
79776,2637.494204
99076,26206.40738
4365,10049.1169
77480,1025014.75
29168,29137.21873
58695,111856.6175
94884,32824.960119999996
13843,23144.90077
62876,18436.68999
81614,67215.16646000001
101853,161741.8571
76771,9759.372593
66921,27377.91409
90303,101332.8599
32284,212105.2277
87351,10635.50167
53272,14724.91159
92461,32926.94778
103844,101741.9766
416,61028.42034
82307,173897.2218
103986,53230.534739999996
62024,86956.59784
34820,442521.9694
111883,26571.68392
64859,31017.18005
31604,33167.54794
48732,128988.3701
97521,353602.7861
11483,62135.92385
77154,65092.30644
100579,1080189.248
96212,80221.26831
56611,28416.47056
107355,46359.28061
87300,29442.940939999997
87843,63823.60322999999
56982,92882.00679
94472,43241.94162
66101,219260.704
97054,173230.0558
42642,150158.0442
90589,72351.02368
36742,280698.5626
33996,13790.18746
77198,9607.03102
22014,38181.9291
39088,35010.57662
14474,66583.39401
82033,436554.098
63329,70165.91909
107249,139216.557
34844,24497.166559999998
458,14306.316469999998
7017,21905.83059
98761,64478.41296
57302,63167.480760000006
8878,97407.48533
61105,49361.8678
106745,92075.31132000001
24818,713845.9581
41883,27463.32748
78365,123655.7204
44868,24044.3498
105403,4687.696554
81433,82673.38564
106959,54508.71239
25382,67091.46525
85750,22025.27129
106483,29909.681439999997
26666,14541.20349
109058,61389.734639999995
11883,53981.28701
68706,44849.94586
77629,198737.5132
2555,50347.53699
12507,358753.4233
96715,46121.278139999995
22304,28493.04418
111846,132011.1885
35439,63305.270260000005
10588,144440.4885
33710,29583.2847
30265,161456.0
97705,46444.89937
54163,280562.4174
17819,8962.782052
2441,67962.18573
40605,16475.53707
77856,134057.7538
65650,34812.71076
97858,145904.4401
33201,230823.1733
60331,48915.86967
32320,77590.12887999999
710,63537.46079
73128,48167.4122
81441,164057.6435
100029,45132.44228
24157,152082.2544
60218,73202.67517
49948,35591.637780000005
39485,410514.1101
59570,16680.68996
5780,10298.3483
25867,308999.7273
84287,36514.80874
14531,87677.4448
99616,119418.4914
9424,250757.6086
93603,17389.86316
27778,49516.52831
109777,107186.7946
19254,223050.1057
109828,86636.58419
20747,135651.1055
32949,150294.8803
67611,82603.28575
49069,54185.58409
61477,27677.70501
53175,45298.21115
47656,180513.0321
107330,72621.18381
83218,18296.12491
62386,67054.50697
79067,51283.04707
7369,68773.97751
31642,30897.67643
12786,66501.48462999999
62704,227682.2755
13368,353210.5423
55111,148668.4956
87627,33959.0864
37146,16430.52514
72008,21979.68299
47509,42281.60783
109652,31145.069489999998
35875,27144.416739999997
5762,298122.6872
70453,97378.81758999999
