108195,92359.18031
79091,51156.40817
76926,32506.90472
43900,268188.0725
21307,121204.0882
102357,55580.8837
29523,295442.8686
29136,62561.69385
60891,39055.19991
89923,136081.6413
26129,1689.170009
67126,65965.03026
57198,38715.298310000006
7916,489765.4166
81673,375333.8099
56617,70816.32734
89077,26047.457309999998
35851,34035.27311
53811,39753.67089
14284,6140.376994
105731,80721.80352999999
59639,476308.1989
126,68054.33423
99615,38129.934519999995
52727,39049.06147
38300,52006.05339
69129,78745.48875
94194,14566.83787
42942,45233.90445
20099,25379.29089
65889,33520.89536
70179,245003.837
53519,1879.846609
99464,260089.2848
6587,2679.548931
54398,134292.233
127,1073195.271
31609,83130.54155
60096,73622.00054
13070,66981.40431
52665,31598.45852
68975,20097.34077
51201,306207.974
107726,39441.82961
21873,124661.1854
74010,39310.15622
53737,49311.66835
53690,102413.6594
76980,151286.138
101562,14530.134759999999
75738,80097.63497999999
68235,25221.07504
14805,46895.89472
59724,38379.1244
88058,25412.46178
75207,97659.91891000001
42631,56989.00494
92894,41049.23488
14785,11491.92775
33691,17631.659480000002
104147,49514.0
66117,32319.888160000002
108516,62636.89016
95335,100713.2513
79907,280016.702
26171,44569.511510000004
16547,30408.54582
25795,828625.2197
48670,28517.316580000002
13548,99849.47744
64012,59408.44891
64690,21996.93629
31627,56529.5681
88905,38934.44732
59107,154890.1836
27083,112158.4518
69425,58002.055929999995
104797,181924.6656
107542,31053.772039999996
13761,41185.29435
100692,7874.751270999999
110771,67980.47007000001
106306,327398.0317
51511,30291.02445
27124,36950.57031
45544,38456.3733
60661,32922.528439999995
14746,117955.0789
38159,58027.309089999995
8026,36420.66326
7923,54288.921720000006
71884,19251.2542
54895,42262.76993
18202,4008.272745
28042,6585.249583
109163,228949.2381
111211,66015.35951000001
39825,38358.67593
54356,106107.2879
67728,98483.04404
76506,27036.41295
78438,55052.22795
96648,30831.419719999998
11018,27372.58665
58816,28938.911389999997
14866,65266.088379999994
48500,86808.34576
81339,12583.43459
73775,21705.50366
27331,39506.74583
28953,35355.27283
81705,370218.9978
107053,945711.0
88244,45619.94549
90717,2170.8460379999997
44743,43758.40918
16238,33521.51674
23422,461628.2646
31545,81623.70354
32965,12513.69138
4342,57626.699889999996
70786,99444.15273
100625,210142.1639
773,34623.41994
43186,83489.23214
21145,66874.79342999999
467,43458.96383
20602,75922.15411
32406,94734.9975
46773,28308.94067
66084,215118.5803
105919,25237.65008
83274,154228.9999
74412,81865.73138
109888,6997.276423
110257,31918.88902
90557,49497.333810000004
57839,22027.76717
111911,48686.14208
11285,47262.00464
259,24852.25209
59925,218760.0939
101884,28750.41816
25500,178586.555
103439,63419.16786
108612,18027.83999
1148,28900.9876
5831,378141.9807
104603,27250.48549
32391,3036.996757
31432,62261.86375
105077,16834.256690000002
19217,34664.06024
937,13090.67176
